1.806432971914308728e+05;5.506739935761294191e+01
1.834561441394106077e+05;5.744921673370752302e+01
1.735718361016236886e+05;5.715259039180093481e+01
1.841263953907558462e+05;5.885690541658924246e+01
1.807321870642242429e+05;5.763148455685399796e+01
1.762157450998242130e+05;5.859284266085627735e+01
1.777624794124845357e+05;5.872118495058819576e+01
1.723363660855165508e+05;5.248640660864494834e+01
1.858257798392912955e+05;6.173004143080774497e+01
1.798511782563829911e+05;5.715577167029223205e+01
1.740730863817368227e+05;5.711797376130960657e+01
1.756116279036971973e+05;5.511204467936545370e+01
1.702665892414948903e+05;5.536202848155870271e+01
1.779255254345748690e+05;5.676279983211750135e+01
1.803896470604767674e+05;5.700667581737423006e+01
1.853008856989095802e+05;5.778314993953011225e+01
1.973445311103945132e+05;5.356336029107704633e+01
1.689683669381480722e+05;5.915905592015665349e+01
2.007207908887611411e+05;5.685881258142831030e+01
1.758742237524810480e+05;5.690345365183201665e+01
1.887521049465730903e+05;5.678146640990718907e+01
1.822382322194782028e+05;5.671647893906188642e+01
1.627119462682372250e+05;5.798317757778609405e+01
1.804693819550504268e+05;5.994253390192375264e+01
1.743330635565239936e+05;5.612135800943450903e+01
1.810651447868874238e+05;5.783755632133469504e+01
1.782441845919235493e+05;5.720985672936467381e+01
1.870409195206348668e+05;5.809506756961067708e+01
1.944841209041069669e+05;5.957819553398023515e+01
1.820280317816992756e+05;5.410120545562671168e+01
1.814607266236534633e+05;5.819664654415334581e+01
1.835470505487327173e+05;5.944496632627374311e+01
1.714287519028079114e+05;5.900409337376004260e+01
1.698144795105062658e+05;6.126583828687729749e+01
7.227128270743209578e+04;3.875945632778317673e+01
7.758734138007581350e+04;4.445272530351655860e+01
8.551350038489124563e+04;3.785521591735440694e+01
9.992232513347100758e+04;3.936751961846609049e+01
7.640996160025912104e+04;4.229224535140787111e+01
9.501211713145341491e+04;3.967065413019881959e+01
1.028538953680853738e+05;4.079877065553072413e+01
1.049479913542460999e+05;4.154604926010908628e+01
1.043665507718716835e+05;4.075937288896012944e+01
7.658105139588276506e+04;4.543930479423207203e+01
8.332075368584741955e+04;4.014289177033148093e+01
8.177451031646055344e+04;4.013377859818015736e+01
9.120518977649103908e+04;4.094422785385728503e+01
9.538869824166002218e+04;4.412488391406041188e+01
8.757384964778802532e+04;3.807432602521642195e+01
7.695531410057675384e+04;3.920905845971102366e+01
7.203653728948377830e+04;4.219062714498724631e+01
8.379635972936231701e+04;3.991859753950357259e+01
8.875958053729306266e+04;3.774732664691840966e+01
8.016533175791267422e+04;4.188999054748521900e+01
9.496388667353602068e+04;3.965422363470800349e+01
1.068838445069276495e+05;3.792911365099379850e+01
8.532862326412329276e+04;4.007888800983833733e+01
6.084764536420769582e+04;4.441562512334143520e+01
9.244181551107366977e+04;3.845138873229369381e+01
1.092902297942475416e+05;4.171189149645404370e+01
9.307375676589274372e+04;3.932657069970918684e+01
8.984072260602527240e+04;3.748920686365055843e+01
9.672875630992154765e+04;3.979169085842283238e+01
9.011897733121932833e+04;4.294467722050868730e+01
9.162597647416367545e+04;4.106550238703581357e+01
9.154348841389492736e+04;3.907402428831864682e+01
9.713854256001577596e+04;4.362728571771824448e+01
9.636655196665240510e+04;4.231038512503904059e+01
8.000568017649120884e+04;3.880499305036342150e+01
7.436973512275468966e+04;4.300507363776614511e+01
8.623669668959941191e+04;4.334025538107124476e+01
8.095937853880508919e+04;3.966554953045211107e+01
8.973274623758567031e+04;4.238346763342829604e+01
8.938599732366815442e+04;4.096281700612470900e+01
8.894377103872924636e+04;4.089494293666119518e+01
7.761379518682564958e+04;4.070242169805582932e+01
8.691270543055843154e+04;4.042691853433758098e+01
9.370186092503958207e+04;3.917921121409150231e+01
8.793341509162679722e+04;3.994584373056226667e+01
9.295151541542171617e+04;4.211010879814045182e+01
7.922424274193620658e+04;4.171238835831450587e+01
1.094363285678614338e+05;3.759825364444402851e+01
8.047677641252195463e+04;3.877941229642093646e+01
8.598751815024019743e+04;4.378626566801727904e+01
3.646533395705281873e+04;4.422620296837028064e+01
4.148142053421644960e+04;4.603634611100000029e+01
4.413509287769977527e+04;4.410312354420594261e+01
6.055587003771739546e+04;4.707498128057888920e+01
3.679310043986410165e+04;4.532343513529664847e+01
2.299132772265282256e+04;4.369027467526479569e+01
2.888752565299120397e+04;4.383127245952572082e+01
3.307405603648129909e+04;4.377361716681733839e+01
3.645812592238718207e+04;4.733805543876137278e+01
2.318889383997425830e+04;4.781118416602136278e+01
2.786787955647526906e+04;4.773638780268842652e+01
3.462896238690947212e+04;4.767046867382616426e+01
2.027710095870026998e+04;4.521222405695353075e+01
4.476159151990644750e+04;4.418973833514881733e+01
9.875286657189146354e+03;4.154063366755906372e+01
5.182892387236483046e+03;4.119748418667832368e+01
2.613090728211227179e+04;4.798286819619541888e+01
2.582500611886536717e+04;4.607286673771483976e+01
2.914738401236102800e+04;4.544290992138402885e+01
2.856531051654993644e+04;4.507745134189599412e+01
3.485893991376727354e+04;4.307384668762934865e+01
4.034857068734434142e+04;4.726584789700750378e+01
2.829672550523808604e+04;4.703659887897634206e+01
2.323385465142532848e+04;4.435136598276130115e+01
3.180993741669792871e+04;4.504536998034225803e+01
2.575991858728086663e+04;4.408091595293878129e+01
2.467235169613666221e+04;4.730414951890494990e+01
1.081406485731356952e+04;4.613080075925064705e+01
2.788292939586722787e+04;4.688143903051127381e+01
3.539803505039075390e+04;3.986074309520613212e+01
3.609376501877135888e+04;4.607436051740882021e+01
3.046592728026262193e+04;4.448846439795619290e+01
3.878011113355332054e+04;4.459975341108991387e+01
4.859447518049395876e+04;4.655457774150060146e+01
5.162557958839191997e+04;4.385474403667150511e+01
1.268804251166857648e+04;4.685539122548360780e+01
3.877433953124996333e+04;4.549653222462148960e+01
1.485936645655066422e+04;4.453002166107974347e+01
3.642715425320044596e+04;4.505745937920448796e+01
2.908744705927313407e+04;4.507489409318846896e+01
2.090815235773208406e+04;4.435977137834478157e+01
1.598174470879177716e+04;4.896173192713403211e+01
2.549357016261727404e+04;4.638103239414709122e+01
2.002843946758400125e+04;4.701486850971414100e+01
1.151568913764407989e+04;4.726704226662189257e+01
2.989361966520998612e+04;4.964702213771339956e+01
1.718195818555691221e+04;4.557857299083116231e+01
3.391961705283574702e+04;4.789161041526445217e+01
2.601872930008934054e+04;4.559874084356054880e+01
8.822631623223413044e+03;4.376547430246656489e+01
